,epoch,loss,accuracy,val_loss,val_accuracy
103,103,0.9142811894416809,0.548438549041748,0.8424292206764221,0.6200000047683716
104,104,0.9083934426307678,0.5469767451286316,0.8425803184509277,0.625
105,105,0.9166271686553955,0.5476412177085876,0.8047561049461365,0.6570000052452087
106,106,0.9293217062950134,0.5320597887039185,0.8313376307487488,0.621999979019165
107,107,0.9117646217346191,0.5465448498725891,0.8138144612312317,0.6430000066757202
108,108,0.92486172914505,0.5466445088386536,0.8362083435058594,0.6340000033378601
109,109,0.9235307574272156,0.5406644344329834,0.8100331425666809,0.6489999890327454
110,110,0.9137521982192993,0.5439867377281189,0.8163903951644897,0.6510000228881836
111,111,0.9157034754753113,0.5423920154571533,0.8342124223709106,0.6370000243186951
112,112,0.9214592576026917,0.5447508096694946,0.8061568140983582,0.6579999923706055
113,113,0.9147021770477295,0.5482392311096191,0.8207888007164001,0.671999990940094
114,114,0.915778398513794,0.541926920413971,0.7918177247047424,0.6690000295639038
115,115,0.9117282629013062,0.5455814003944397,0.807994544506073,0.6510000228881836
116,116,0.9093369841575623,0.5462790727615356,0.7926083207130432,0.6620000004768372
117,117,0.9101358652114868,0.5519601106643677,0.8065842986106873,0.6600000262260437
118,118,0.9093239307403564,0.54810631275177,0.8112339973449707,0.6309999823570251
119,119,0.9106518626213074,0.5466777682304382,0.7933905720710754,0.6620000004768372
